POS,class
"IN DT NN POS VBZ JJ TO . , WP$ VBD VBN RB PRP$ ( ) CC WDT NNS PRP CD VB",gpt2
"NN POS VBZ WRB DT JJ VBG CC TO VB . IN , EX VBP NNS WP RB VBN PRP WDT VBD",gpt2
"DT NN VBZ RB JJR IN PRP VBP , CC VBG '' VBD JJ . `` NNS : RBS WDT MD VB PRP$ POS TO EX VBN WP WRB",gpt2
"NNS VBP VBG DT POS , PRP JJ '' VBZ NN WP CC . RB VBN IN VBD PRP$ TO VB CD MD ( ) JJR RBS RBR $",gpt2
"VB DT NN IN . CC WRB MD PRP '' VBZ VBG NNS VBP VBN JJ WDT CD , POS PRP$ TO JJS RBR PDT RBS : NNP VBD $ RB EX ( )",gpt2
"VBG IN DT JJ NN . POS VBZ VBN NNS , CD JJS WRB RB VBP CC WDT VBD `` PRP '' PRP$ MD VB TO EX JJR",gpt2
"JJ NN : WRB PRP$ VBZ VBG VB DT RB IN PRP TO . , WDT POS JJS NNS CC VBN VBP RP",gpt2
"WRB DT JJ NNS , RB MD PRP . `` VBP NN VBZ VBG TO VB IN '' VBD WP VBN JJR WDT CD CC RBR RBS",gpt2
"DT JJ NN CC VBP VBN IN , RB VB PRP NNS VBZ . '' `` VBD MD WP JJR WRB TO PRP$",gpt2
"JJ NN : CD NNS TO VB DT VBZ VBN , VBP . IN POS VBD WP RB VBG ( ) `` '' RP MD PRP WRB CC EX WDT JJS PRP$ JJR",gpt2
"WRB TO VB DT JJ NN . IN CD , MD VBN NNS CC WDT VBP PRP PRP$ POS VBZ VBG RB EX : `` JJS ''",gpt2
"IN CD , PRP$ NN TO VB NNS VBZ RB VBN RP . DT PRP CC VBP JJ VBG VBD `` MD '' RBS WP WRB POS",gpt2
"VBN RP CC VBG TO VB , NNS VBP DT JJ NN IN PRP . WDT VBZ POS WP RB EX : PRP$ VBD CD MD JJR `` ''",gpt2
"NN VBZ NNS '' TO DT JJ VBG IN PRP MD VB JJR `` WP VBP VBN . CD VBD RB CC , PRP$ POS ( ) JJS RP",gpt2
"PRP VBZ RB JJ NN TO VB NNS IN DT CD , EX VBD . VBN RBR VBP PRP$ $ VBG CC JJR RBS : ( ) WP WRB MD WDT",gpt2
"PRP VB PRP$ JJ NN TO NNS IN WP VBP DT . `` CC MD , '' VBD VBZ RB VBN $ CD VBG JJR EX NNP JJS WDT WRB POS",gpt2
"JJ NN VBZ NNS VBP IN DT VBG . RBS , WDT MD VB PRP$ CC TO `` '' VBD PRP POS JJR VBN RB RP RBR WRB NNP WP",gpt2
"CD NNS . VBG CC DT NN VBD IN , JJ WP VBN PRP RB TO VB PRP$ WRB MD : `` '' VBZ WDT",gpt2
"NN , VBG CC VBD IN POS NNS . DT JJ PRP MD VB PRP$ VBZ RB VBN VBP : CD JJR WRB TO WP",gpt2
"PRP$ NN VBD VBN IN DT CD NNS JJ . PRP POS CC , `` RB WRB",gpt2
"RB VBN IN NN , DT JJ VBD VBG PRP$ NNP . TO CC VBZ PRP VBP VB MD WRB NNS RP EX",gpt2
"WRB JJ NN CC NNS MD VB PRP$ . IN , VBG TO DT RB VBN VBZ CD POS WDT PRP VBP JJR VBD RBR : `` JJS ''",gpt2
"VBG DT JJ NNS IN WP VBZ NN . CC WDT POS , VBP RB VBN JJR FW",gpt2
"DT JJ NN VBZ IN CC . PRP RB WDT POS CD , VBN NNS",gpt2
"JJ NN POS IN DT RB NNP WP VBZ VBN TO VB PRP . CC '' , WDT VBG NNS PDT MD RP VBD CD : VBP",gpt2
"VBN NNS , DT IN NN CC JJ MD VB VBG VBP . TO RP VBD VBZ WDT `` RB '' PRP WP CD JJS PDT PRP$ POS",gpt2
"DT NN POS : VBG IN , PRP$ NNS TO VBZ VBN JJ CC WP VBD CD RB . PRP VB WRB MD WDT VBP",gpt2
"WRB PRP VBP PRP$ NN VBD RB VBN , VBZ JJ TO VB IN DT . CC JJS VBG WP NNS EX `` UH '' POS WDT MD RBR CD JJR RP",gpt2
"VBG DT JJ NN IN : VBZ , WDT RB MD VB VBN . CD VBD NNS TO WP VBP CC ( ) RBS PRP WRB ''",gpt2
"WRB NN CC , PRP VBZ RB JJ MD VB TO IN PRP$ DT . NNS VBD `` VBP '' NNP FW VBG VBN UH",gpt2
"DT CD NNS VBP JJ : PRP VBN IN NN TO PRP$ WDT VBZ VB RP , CC RB . VBD EX JJS POS WRB ( ) VBG",gpt2
"VBG WRB DT NN MD VB RB JJ CC VBD . VBP PRP TO IN NNS WP `` '' VBN , EX VBZ WDT PRP$ CD JJS JJR",gpt2
"IN NN TO VB : DT JJ POS , CD VBZ VBN . JJR NNS PRP",gpt2
"NN IN POS , DT VBZ TO VB CD NNS VBN CC . JJ WP VBP PRP JJS VBG `` '' RB VBD WDT MD RP PRP$",gpt2
"DT NN IN NNP POS CC JJ VBP RB VBN . VBZ PRP$ `` PRP TO VB EX JJR VBG , WDT NNS VBD '' MD",gpt2
"VBN JJ NN VBZ RB DT IN CD . PRP VBD , CC MD VB RP NNS TO VBG POS `` VBP '' ( ) : EX WDT JJR",gpt2
"WRB JJ NNS VBP IN NN '' VBN DT VBZ VBG RP , PRP WP MD VB TO `` CC . RB WDT VBD POS PRP$ : RBS",gpt2
"VB JJ IN DT RBR CC VBD '' NN , VBN . POS VBZ NNS VBG `` RP TO PRP$ MD RB WP CD : PRP RBS WRB VBP JJS ( ) WDT",gpt2
"DT JJ NN VBD , IN PRP$ NNS . VBN RP RB CC TO VB PRP VBP JJS",gpt2
"WRB NNS VBP NN , PRP . `` RP IN DT JJ RB '' VBD WP VBZ VBN JJR CC POS VB TO MD PRP$ VBG WDT",gpt2
"NNS VBP RB VB JJ POS PRP VBD DT NN IN WRB TO , VBG VBN . `` WDT '' CC VBZ EX CD WP RP ( ) : NNP MD PRP$",gpt2
"DT JJ NN NNS , WDT VBP RB VB IN CC TO PRP$ PRP RBS . `` VBZ '' POS VBG RP VBD VBN MD JJR WP ( ) CD EX",gpt2
"CD IN DT RBS JJ NN , WDT VBP RB . VBZ NNS CC VBD VBN VBG TO VB PRP RP : WRB WP PRP$ POS EX JJR",gpt2
"NN NNS VBP IN TO . `` PRP VBN VBG DT JJ , '' VBZ RB VB CC CD VBD PRP$ RBR WDT POS MD",gpt2
NN NNS CC PRP$ JJ IN,gpt2
"JJ NNS IN DT NN , '' PRP VBD . PRP$ WP TO VB `` VBN CC RB RP WRB WDT MD VBG UH VBZ POS VBP CD :",gpt2
"DT JJ NNS VBG NN IN VBP , CC PRP PRP$ . TO VB '' VBZ RB VBN WDT MD `` VBD POS JJR PDT $ CD",gpt2
"NNS IN VBP PRP$ DT NN PRP VBD CC . VBZ VBN `` JJ '' POS , WP CD RBS RB VBG WRB TO MD VB $",gpt2
"RB IN DT JJ NN , POS VBZ VBN RP . PRP TO VB PRP$ NNS CC EX VBP MD WDT VBG WRB WP VBD `` ''",gpt2
"VBG IN DT JJ POS NN VBZ TO . CC WDT VBN RB VB NNS , PRP CD ( ) VBD EX JJR VBP JJS : WRB WP",gpt2
"VBG DT NN TO VB POS JJ . IN VBZ PRP VBD VBN PDT , CC NNS '' `` RB VBP JJS JJR CD WDT WP MD ( ) PRP$",gpt2
"NNS JJ NN IN POS DT VBD PRP VBZ `` RB VBG '' VBP VBN , WP MD VB . CC TO JJR CD JJS PRP$ $",gpt2
"NNS VBD IN NN DT RB JJS WP VBN . PRP CD CC , JJ WDT VBZ MD VB JJR TO EX VBG WRB `` '' POS RBS PRP$ VBP",gpt2
"DT JJ NN IN VBN VBZ PRP VBD RB . , WP VBG NNS CD WDT : `` WRB VBP '' CC VB TO MD",gpt2
"NNS : JJ NN VBN IN . DT WP VBP VBG VBZ RB PRP$ JJS CD , TO WDT RP CC",gpt2
"NNS VBP NN , IN : $ CD RB VBD DT JJ POS VBZ VBN VBG TO VB CC . `` '' WDT NNP",gpt2
"NN VBZ CD NNS VBP RB JJR IN VBN DT , CC JJ TO VB . JJS PRP POS RBS",gpt2
"JJ NNS VBP VBG IN , DT CC RB NN . VBZ VBN TO VBD WRB : `` PRP CD WP VB PRP$ MD '' EX",gpt2
"VBN NNS VBP TO VB , CC PRP IN DT JJ WP NN . VBZ WRB VBG POS `` RB '' VBD EX CD JJS MD RP",gpt2
"PRP VBZ RB IN : NNS VBG DT NN VBP RP JJ POS TO VB $ CD , . `` JJS WDT '' VBD WP VBN PRP$ CC MD RBS",gpt2
"NNS VBD VBG $ CD IN JJ , ( NN ) VBZ DT VBN WP . VBP CC TO VB RB",gpt2
"NN VBG NNS VBN IN JJ , DT `` WDT '' CC RB CD VBD RBS . TO VBP PRP$ VB PRP JJR : ( ) NNP WP VBZ POS",gpt2
"NNS VBP PRP RP CC VB DT , '' VBZ NN IN JJ . `` RB WDT VBG TO EX MD JJR WRB VBN CD VBD $ WP RBR POS PRP$",gpt2
"RB NN NNS PRP IN JJ VBZ DT WP NNP POS VBD VBG , VBP VBN TO VB $ CD `` '' CC . JJR RBR JJS PDT",gpt2
"DT NN IN JJ VBZ NNS . PRP WP VBP , CC RB VBG TO $ CD VBD VBN RBR JJR VB",gpt2
"CD : JJ NN IN VBG NNS . DT VBZ , WP VBP RB RBR TO VB PRP VBD CC POS VBN PRP$ EX JJR WRB MD RP WDT",gpt2
"JJ NNS : VBP IN NN , CC PRP VBZ TO VB RP PRP$ . '' DT VBN VBG WRB CD VBD RB POS `` WDT",gpt2
"DT JJ VBG NN , WP VBP PRP IN VBZ RB VBN . CC VB MD WDT NNS JJR CD TO WRB RP PRP$",gpt2
"JJS NN POS JJ : WRB DT NNS VBN IN PRP VBP PRP$ MD RB VB TO . VBZ CC WP VBD , EX VBG JJR RBR CD WDT",gpt2
"NN : JJ NNS VBP VBN IN DT VBD NNP CC $ CD TO . VBZ VBG , WP MD VB PRP WRB `` '' RB PRP$ POS",gpt2
"VBG NN NNS VBP , CC RB VB RBR . DT VBD IN JJ PRP `` '' VBZ TO VBN MD POS WRB WDT CD NNP : RP PRP$ WP",gpt2
"DT NN IN JJ , . NNS VBN `` VBP WP PRP VBG '' POS VBD : RB CD $ CC RBS TO VB VBZ MD RBR JJR",gpt2
"DT NN NNS , CC VBP VBG IN JJS VBZ POS TO VB RP JJ . VBN RB PRP$ MD WRB WDT VBD CD JJR `` PRP WP '' PDT (",gpt2
"NN VB JJ NNS CC PRP$ IN DT , RB MD CD : VBP VBZ VBN PRP VBD",gpt2
"NN NNS IN , CC RB VBG PRP TO VB JJ . VBP DT VBZ VBN WDT PRP$ CD JJS EX MD WP `` POS '' ( ) : VBD",gpt2
"NN VB VBN IN POS JJ ( ) : NNS VBP DT , VBD . TO `` RB '' WP CC VBG PRP EX RBR MD $ CD VBZ WRB PRP$ JJR WDT",gpt2
"NN : EX VBZ IN PRP . DT JJ MD VB VBD TO NNS CC , VBP RBR RB VBG WP WRB VBN RP PRP$ (",gpt2
"DT NN IN JJ VBN VBZ TO VB . VBD WP VBG CC PRP , `` VBP '' RB",gpt2
"NN VBZ JJR POS NNS IN PRP PRP$ JJ `` VBP DT , '' VBD . VBN VBG TO WP CD JJS CC RB VB : MD RP WDT",gpt2
"WRB TO VB NNS IN DT NN JJ VBG ( ) VBZ VBN , CC RB . RP POS `` '' MD CD PRP WDT VBD EX WP VBP",gpt2
"NN NNS VBP DT . VBD IN PRP `` VBN '' CC JJ TO VB , WDT VBZ VBG CD RB JJR $ RP MD POS RBR WRB",gpt2
"NN VBG WP VBZ TO VB JJ POS CC IN . '' VBP DT WRB RB VBN PRP , WDT NNS $ CD VBD MD RBS RP PRP$",gpt2
"NNS VBD IN NN PRP '' , CC VBZ RB DT VBG TO VB VBN JJ . CD RP VBP WRB POS : `` PRP$",gpt2
"JJ NN : DT `` PRP VBP RB IN PRP$ , '' VBZ . MD VB VBN CC PDT VBG TO POS NNS CD RBS WRB JJR JJS WP ( ) WDT RP",gpt2
"NNS VBD TO VB IN NN POS JJ CC , WRB PRP VBP VBN PRP$ . VBZ RB $ CD DT `` WDT VBG '' MD RBS JJR JJS EX",gpt2
"DT NNS VBG IN NN POS VBP RB VBN TO VB JJ CC . `` PRP , '' VBZ WP VBD CD JJR PRP$ WRB MD RP EX",gpt2
DT NNS VBN IN NN PRP$ .,gpt2
"NN IN '' VBZ DT JJ `` . POS TO CD , WDT NNS VBP CC PRP RB : ( ) VBN VBD",gpt2
DT NN CD : NNS IN VBP JJS,gpt2
"JJ NNS IN DT NN VBZ RB TO VB PRP$ . VBN VBG , WDT JJS CD CC MD POS WP VBD",gpt2
"NN VBD CD IN POS DT JJ CC '' VBZ RB TO VB PRP$ . : VBN , VBG PRP `` VBP RP",gpt2
"DT NN IN MD RB VB JJ NNS , VBD . CC PRP `` '' VBG TO POS WDT VBZ VBN JJR VBP JJS PRP$ CD",gpt2
"JJ NN VBZ RB : CC PRP RBR IN . MD VB DT VBG TO POS NNS VBP VBN `` '' , CD WP WDT EX VBD",gpt2
"JJ NNS MD RB VB NN . `` DT TO IN , CC '' VBD POS VBZ VBG VBP VBN CD PRP$ WP PRP :",gpt2
"DT NN VBZ NNS VBG IN . `` RB VBP TO VB CC , '' VBD CD JJ RBR VBN POS PRP MD RBS JJS WDT",gpt2
"DT JJ NN VBZ VBG IN . PRP RB VBN NNS `` VBP , CC TO VB PRP$ '' VBD CD JJS MD POS",gpt2
"WP VBZ VB IN NN DT RB . VBP VBN NNS , CC JJ VBG VBD CD MD WRB EX : `` PRP WDT '' TO",gpt2
"NN IN JJ VBZ PRP CC VBN '' VBG VB DT RB `` , VBD . NNS CD JJS TO WDT VBP NNP WP WRB PRP$ POS JJR : MD",gpt2
"PRP$ JJ NN VBD NNS . PRP MD RB VB WP VBZ IN '' DT , CC VBN TO RBR `` VBP WRB VBG WDT RBS JJR CD JJS NNP POS EX",gpt2
"WP VBZ NN '' NNS TO PRP ( ) , DT JJ IN VBN . VBD RB VBG CC WDT VBP JJS CD : VB RBR",gpt2
"JJ NNS IN NN TO VB DT CC ( ) , POS VBZ VBN WDT MD JJR . RB VBG `` PRP VBP '' VBD WP JJS CD PRP$ :",gpt2
"DT IN NN VBZ JJ NNS VBP TO CD , VBG RP JJS . VBN WDT RB VBD JJR VB CC PRP WP POS `` '' MD EX ( )",gpt2
"VBN TO PRP$ NNS , JJ VBG RB VB NN CC VBP . IN DT VBZ CD POS WDT RBS `` PRP '' VBD MD JJR JJS RP EX WRB",gpt2
"JJ NNS VBP PRP VBD NN IN VBG TO VB , DT . CC `` RB '' VBN WP : POS WDT VBZ",gpt2
NN VBZ IN TO VB DT NNS VBP POS JJ VBD VBN,gpt2
"NN VBZ RB DT , '' CC IN VBG . PRP VBD VBN PRP$ CD POS JJ NNS TO VB WP : VBP EX WDT MD",gpt2
"WRB VB PRP JJ NN . POS NNS DT IN PRP$ JJS : VBZ , VBN VBP TO VBG RB CD CC NNP MD `` '' VBD WP ( ) $",gpt2
"NNS VBP , IN NN RB VBN TO VB . DT VBD JJ CC $ CD PRP$ MD POS `` '' PRP VBG JJR WRB : WDT WP VBZ",gpt2
"NN : MD PRP VB JJ TO IN DT . RB VBN , WDT VBZ NNS CD VBG CC WP VBP VBD WRB `` PRP$ ''",gpt2
"JJ '' NN VBZ VBN CD NNS ( ) VBD DT WP POS JJS IN VBP TO CC . PRP JJR , RB RBS PRP$ WDT : VBG MD VB",gpt2
"NN NNS JJ IN TO VB NNP POS DT VBZ VBN VBD RB . , WP PRP WRB CC : `` MD VBG PRP$ '' CD VBP WDT JJS",gpt2
"NN DT POS JJ NNS VBD '' CC IN , VBZ VBN VBG CD PRP ( ) EX . RB TO VB RBR MD PRP$ WDT : VBP JJS WRB WP",gpt2
"VBG TO VB VBZ RBR JJ IN NNS , `` PRP DT NN '' . WRB VBP VBN RB CC VBD CD JJR JJS EX RP FW MD WDT WP PRP$",gpt2
"NNS MD VB NN , CC WP VBZ IN VBP PRP . DT JJ VBN JJR CD VBD TO RB EX VBG RBR POS RP",gpt2
"WRB JJ NN VBZ VBG DT , CC . IN `` '' VBN JJR CD NNS WDT VBP RB PRP MD VB JJS EX TO PRP$ RBR WP RP",gpt2
"WP DT NN POS JJ NNS PRP IN VBZ RB , MD VB . JJR `` '' VBG VBN VBP CC RBR WRB WDT PRP$ EX TO",gpt2
"NN JJ : TO VB DT CC NNS VBD VBZ IN , PRP . RB VBN CD $ ( ) MD WDT PRP$ WP VBP POS WRB '' JJR",gpt2
"NN : VBZ TO VB JJR IN DT JJ POS `` PRP JJS , '' VBD . RB CC PRP$ CD NNS VBN MD VBG VBP ( ) WP RP",gpt2
"DT NN IN JJ NNS CC VBZ VBN VBG TO . VB , MD RB POS VBP ( ) CD : WDT",gpt2
"NN , VBG . DT IN JJ MD VB `` '' CC PRP VBZ RB RBR NNS VBD VBN POS TO CD WDT RBS WP WRB PRP$ EX",gpt2
"WRB NNS VBP VBN TO VB PRP$ IN NN RBR JJ '' ( FW , `` VBG : POS CD ) . VBZ DT PRP RB CC MD",gpt2
"RB JJ NNS VBZ PRP$ NN TO VB DT IN CC , WDT VBN POS . VBD `` VBG '' PRP VBP WP WRB JJS CD $ JJR",gpt2
"NN VBD VBZ DT CC NNS IN POS JJS . JJ , WDT CD `` VBP RB VB WRB VBN TO PRP '' VBG WP PRP$ EX MD",gpt2
"NN POS NNS VBP JJ IN , RB DT NNP '' . CD CC WRB VBD PRP VBZ ( ) $ VBN",gpt2
"NN VB DT JJ IN NNS , VBN WP VBD WDT MD RBS . PRP CC RB VBG `` '' TO RP VBZ WRB CD",gpt2
"NN POS JJ NNS VBP DT IN . CC PRP$ TO VB `` PRP VBZ RB , VBG '' VBD MD CD JJR WP VBN NNP JJS RBS WDT",gpt2
"NN : DT NNP '' IN JJ , WP VBZ VBN CD VBD `` PRP TO VB RB . WRB MD VBP PRP$ NNS CC VBG PDT POS WDT",gpt2
"WRB PRP VBZ VBN : NN IN JJ POS , DT NNS CC VBP VB . `` PRP$ '' CD TO RB VBG WP WDT MD RBS JJR VBD",gpt2
"RB NN IN DT : VBZ JJ , CC EX '' `` WP VBP NNS VBG . PRP VBN WDT TO VB WRB MD VBD PDT RBS POS NNP RBR",gpt2
"CD IN DT NN POS : JJ VBZ VBG `` WRB PRP VBP , '' WP RB . CC VB TO NNS VBN PRP$ VBD RP WDT JJS EX",gpt2
"JJ NN IN WP MD VB TO . `` , WRB PRP VBZ VBN RB DT '' VBD NNS CC POS VBG JJR CD RBR VBP : PRP$ JJS WDT",gpt2
CD NNS VBP VBN TO VB DT JJ . RB VBZ WRB : VBD IN NN PRP,gpt2
"NN CD : JJ POS NNS IN DT '' , VBN CC VBZ WDT VBP TO VB . PRP MD VBD WP NNP WRB VBG",gpt2
"DT JJ NN WP VBD , RB VBN `` '' IN POS NNS VBG PRP . TO VB WDT VBZ MD CC VBP RP PRP$",gpt2
"VBZ DT JJ NN RB VBN . IN VBG NNS , WDT WRB `` PRP CC '' VBD RBR MD JJR TO VB CD NNP ( ) POS $ PRP$ VBP",gpt2
"JJ NN VBZ VBP IN DT , WRB VBD CD RBS CC VBN . NNS TO WP PRP$ `` POS PRP '' RB VB RP VBG",gpt2
"WRB DT NN JJ VBZ IN PRP$ POS RB , CC PRP . JJS NNS WDT VBN TO VB VBG RBS VBP MD CD VBD `` '' JJR WP",gpt2
"MD DT NN VB VBN IN NNS . VBP PRP , EX JJ VBG TO CC RB RBR VBZ WRB WDT PRP$ : RP CD WP VBD PDT JJS POS",gpt2
"NN IN $ CD . DT JJ NNS VBP `` PRP VBD RB VBN TO VB , '' VBZ WP CC WDT RBS POS MD VBG EX JJR : PRP$",gpt2
"IN NNP POS NN , WP VBZ DT . PRP VBN PRP$ JJ VBD `` CC '' RB MD VB EX VBP NNS WRB CD RBS",gpt2
"DT RBS JJ NNS VBN TO VB NN IN CD VBP , CC . MD WDT VBZ VBG WRB PRP VBD RB `` '' POS FW PRP$ JJS JJR",gpt2
"NN POS VBG JJ NNS IN . , DT VBZ PRP$ # CC VBD `` '' WDT VBP VBN WP : TO VB PRP MD NNPS FW RB WRB RBR EX CD",gpt2
"NN VBZ RB VBN JJ . WRB DT IN VBG PRP , WDT TO VB CC NNS PRP$ VBP `` '' CD WP VBD MD RP",gpt2
"NN POS VBZ DT . IN RB CD NNS , CC PDT JJ VBP VBG TO VB VBD VBN MD NNP `` WDT '' FW WP PRP # JJR EX RP WRB PRP$",gpt2
"WRB VBD VB NN JJ PRP$ NNS . VBP IN POS VBZ DT VBN , WDT PRP VBG TO CC CD `` '' RB JJS JJR MD RP $ RBS",gpt2
"JJ NN : DT IN POS '' , VBD VBN CD WRB PRP$ JJS NNS . `` VBZ TO VB WDT RB CC PRP RBR VBG VBP RP MD JJR",gpt2
"DT NN IN : WP VBZ PRP VBG POS JJS . CD VBP JJ NNS , WRB RBS $ VBN WDT VBD RB TO VB `` '' CC PRP$",gpt2
"DT JJ NN WP VBD CC VBZ POS IN . VBG , RB VBN TO VB MD WDT CD ( )",gpt2
"NN NNS VBP DT IN POS CC VBZ RB VBN JJ . `` PRP MD VB EX WP '' VBD , : TO PDT WDT CD NNP PRP$ VBG",gpt2
"NN IN NNS : WRB JJ POS VBP VBG DT $ CD TO RBS CC , WP VBD PRP$ VBZ VB VBN JJS",gpt2
NN CC JJ : DT NNS WP VBD VB RP RB,gpt2
"DT NNS VBG NN IN . VBP TO VB JJ , CC VBZ WDT RB WP PRP JJR RBR PRP$",gpt2
"NN NNS , CC : DT IN POS JJ ( ) TO . VBZ VBG VBP `` RB VBN PRP VB '' VBD WP WDT CD PRP$ MD EX",gpt2
"DT JJ NN IN POS NNS CC PRP$ VBZ RB VBN WP VBP VBG RBR , TO . NNP VBD VB `` '' : CD PRP JJR",gpt2
"WRB NN POS JJ NNS DT IN , CC VBZ `` '' . WDT VBG TO VB PRP$ PRP RB VBD MD JJS CD ( ) VBN VBP RP",gpt2
"JJ NN POS TO DT JJS VBZ PRP VBN RB : VBD '' IN NNS WDT CC CD , WRB VB JJR . `` VBP VBG RBR MD",gpt2
"JJ NN IN CD : DT POS RBS VBP , WDT VBZ VBN '' TO CC PRP$ . PRP VBD `` VBG NNS RB VB MD WRB WP UH RP",gpt2
"JJ NN VBZ NNS IN CD VBD DT , . RBS WDT WRB CC TO RB VBP VBN VB PRP : `` WP PRP$ POS VBG '' MD",gpt2
"NN : DT JJ POS '' WDT VBD IN VBZ EX TO VB CD PRP VBP RB VBG FW RBR . VBN NNS , CC JJR RBS PRP$ WRB `` WP",gpt2
"VB WRB NN VBD PRP$ JJ WP . `` PRP IN DT CC TO , '' CD RB VBP VBZ NNS MD POS VBG : NNP ( ) JJR VBN JJS",gpt2
"WRB JJ NNS VBD PRP$ NN . DT IN VBZ TO , CC PRP JJS VBG WDT RB VBN POS VB",gpt2
"NN NNS VBP DT JJ IN PRP . `` VBD , '' VBZ CC : RB POS VBN CD PRP$ TO VB VBG JJR WDT ( ) MD",gpt2
"JJ NN : DT WDT RB VBZ RP POS IN VBG VBN , TO . VBD CD MD VB NNS CC `` '' WP PRP VBP PRP$",gpt2
"NNS VBP VBG VBN IN JJ NN , CC DT VBZ RB . PRP$ JJS CD VBD PRP RBR",gpt2
"NN VBZ PRP$ JJS NNS IN : RB JJR CD . , CC VBD VBP VBG JJ VBN DT TO VB MD PRP `` RBR '' $",gpt2
"DT JJ NN IN CD : WRB NNS CC VBP VBG TO PRP VBZ JJR , VB PRP$ .",gpt2
"WRB JJ VBD NNS IN DT NN , '' RB CD : `` MD VB VBZ",gpt2
"IN CC VB NNS TO NN . JJ , DT ( ) VBD VBP RB PRP VBG RP MD PRP$ VBN POS VBZ `` WDT '' WP JJS",gpt2
"NNS VBP VBG TO NN IN DT , . VBZ CC JJ POS `` RB PRP '' VBN VB VBD WP : WDT JJR CD WRB EX",gpt2
"WRB NN POS VBN DT TO VB VBZ IN JJ `` '' CC CD . RB NNS PRP$ VBG WP VBP VBD NNP , WDT",gpt2
"NN VBZ VBN CD IN PRP$ DT . WP JJ NNS VB VBG $ , WDT JJS PRP RB VBP JJR WRB MD RP TO CC VBD",gpt2
"JJ NNS IN NN CC POS VBN CD DT PRP RB , VBZ VBG TO VB WP . '' MD `` VBP",gpt2
"CD NN VBD PRP$ NNS IN DT JJ . RB VBZ WRB PRP MD VB TO VBP VBG , CC RBS VBN `` '' POS WDT WP JJS",gpt2
"PRP NNS MD VB PRP$ JJ IN DT NN , VBD TO VBG . RB WDT VBN CC : `` POS VBZ '' EX VBP ( )",gpt2
"NN VBZ , VBG DT POS . CC TO VB IN VBD NNS `` PRP VBP RB JJ '' VBN PRP$ MD WDT CD RBS JJS JJR WP",gpt2
"NN NNS CC DT IN VBZ RB JJ WDT VBN POS . PRP MD VB , WP VBP TO PRP$ WRB VBG CD :",gpt2
WRB TO VB IN NN VBG PRP$ CD WDT VBP DT JJS NNS PRP . MD RBR JJ RB WP VBN VBZ RP,gpt2
"CD IN PRP$ NNS VBZ VBN NN . WP RB POS VBG TO VB PRP , CC VBP DT MD JJ WRB",gpt2
"NN MD VB VBG NNS IN PRP$ , VBN POS '' JJ DT JJR CD . VBZ RB TO WDT CC PRP RBS JJS `` VBP VBD NNP :",gpt2
"NN POS VBZ VBG DT JJ IN CD NNS CC . ( : ) PRP RB $ `` , '' VBD WDT RBS VBP RBR VBN JJR",gpt2
"NN '' MD VB RP JJ NNS DT IN . VBZ VBN CD , CC RB VBG VBP SYM : PRP WRB TO VBD EX JJR PRP$ WDT POS ``",gpt2
"NN POS VBZ VBG JJ NNS WDT VBP IN PRP$ , CC RB DT PRP JJR . TO VB MD `` '' $ CD VBN VBD WP WRB",gpt2
"NN '' VBZ DT IN JJR . PRP VBN `` VBP VBD WDT , JJ NNS RB CD TO VBG RBS VB JJS CC MD POS WP PRP$ $ RBR EX",gpt2
"WP VBZ DT JJ NN . IN NNS CC WDT VBN `` '' , VBD MD VB WRB RB TO CD JJR",gpt2
"WRB JJ NN VBD IN TO . VB VBP VBG PRP DT RB EX VBZ , VBN CC NNS WP",gpt2
"WRB DT NN POS '' VBZ VBG . PRP VBN IN NNS , ( WP ) CC JJ RB CD WDT TO VB JJS VBD MD JJR VBP",gpt2
"DT NNP NN , '' VBN IN NNS JJ VBZ VBG . TO ( ) MD VB CD VBD CC `` VBP WRB PRP JJR JJS WP RB FW RBR PRP$",gpt2
"DT JJS NNS TO VB PRP VBN VBZ WP , CC WRB . PRP$ JJ NN VBP JJR RB IN VBG MD RP",gpt2
"PRP$ NN MD RB VB , CC PRP VBZ JJ TO IN DT JJR . VBP VBN WP NNS VBG : ( )",gpt2
"CD NNS TO VB IN DT NN . PRP VBZ , CC RB VBP PRP$ JJ MD VBN RBR WRB JJR POS RP",gpt2
PRP$ NN NNS VBD VBZ VBP DT JJ . WRB VB WP IN JJS VBN PRP WDT RBS MD TO RB CC EX VBG,gpt2
"NN NNS VBD JJ IN VBN . PRP VBZ DT TO VB VBP WDT CD , WRB CC WP RB POS `` '' VBG : JJR MD PRP$",gpt2
"NN POS JJ MD VB RB DT , CC VBZ VBN NNS TO WDT IN . VBG RP PRP$ CD `` '' PRP VBP JJS : WRB VBD",gpt2
"VBG JJ NN : NNS VBP TO IN DT VBZ VBN VB . POS `` PRP , WDT CC WP VBD PRP$ RB MD CD WRB '' JJR ( ) NNP FW EX",gpt2
"NN NNS TO VB POS $ CD VBN IN VBP VBZ NNP JJ DT PRP VBG VBD RB '' CC JJR , . WDT MD PRP$",gpt2
"NN NNS POS '' IN DT , CC VBZ PRP RB JJ WRB . MD VB JJS VBP TO : VBD PRP$ NNP FW WP `` VBN RBS",gpt2
"NN NNS IN DT . PRP VBD JJ VBZ POS JJS , CD CC RB VBN MD VB NNP VBP TO WP '' PRP$ RBS VBG JJR EX PDT ``",gpt2
